model,dof,horizon_samples,horizon_s,n_windows,rmse,mae,rmse_persistence,skill,n_realizations,skill_ci_lo,skill_ci_hi,seed,deterministic,n_params,fit_time_s,best_epoch,epochs_run,best_val_loss,regime
window_mean,pitch_rate_imu,30,3.0,434304,0.9683282829614139,0.6139244868746387,1.664371083650498,0.6615107269840316,384,0.6544200530555566,0.6682449330340334,0,True,0,0.0,,,,id
window_mean,pitch_rate_imu,50,5.0,434304,0.9084306459071159,0.5759075431058139,1.5495762479562236,0.6563173156906499,384,0.6461505175601842,0.6648004800074048,0,True,0,0.0,,,,id
window_mean,pitch_rate_imu,100,10.0,434304,0.9349112705029575,0.5894732552892279,1.2735265809317058,0.4610794272052481,384,0.4393018908495904,0.4827499925613785,0,True,0,0.0,,,,id
window_mean,pitch_rate_imu,150,15.0,434304,0.9291325939534235,0.5894603740099844,1.3083418485724552,0.49567218083165043,384,0.48281014183955506,0.5089064794558411,0,True,0,0.0,,,,id
window_mean,heave_rate_imu,10,1.0,434304,0.4718271405341044,0.31270310567546,0.2838667559561788,-1.7627193429496515,384,-1.8646017990082184,-1.65413192999943,0,True,0,0.0,,,,id
window_mean,heave_rate_imu,20,2.0,434304,0.4836356426510148,0.32064213044290424,0.5325577215099725,0.17528626461006247,384,0.14751069181662163,0.20526027541912703,0,True,0,0.0,,,,id
window_mean,heave_rate_imu,30,3.0,434304,0.48368216190164787,0.32036977034374614,0.7178513821406037,0.5460050101123619,384,0.5327611431499224,0.5595637202301355,0,True,0,0.0,,,,id
window_mean,heave_rate_imu,50,5.0,434304,0.45570753889662885,0.30157130616279837,0.8471498442942375,0.7106310316978829,384,0.7067262902698305,0.7143994493665116,0,True,0,0.0,,,,id
window_mean,heave_rate_imu,100,10.0,434304,0.4398611362459735,0.29367556607237527,0.47470625601314864,0.14141900076700498,384,0.08716592523274631,0.19406568491982668,0,True,0,0.0,,,,id
window_mean,heave_rate_imu,150,15.0,434304,0.458593405101573,0.30315664954430394,0.6780395407647745,0.5425479608715331,384,0.5232999924421419,0.5599126911216682,0,True,0,0.0,,,,id
damped_persistence,roll_imu,10,1.0,434304,2.4893371843606653,1.2909825806711028,1.9448708998621889,-0.638271576149084,384,-0.6559131212806117,-0.6185410461271673,0,True,6,0.1428540319975582,,,,id
damped_persistence,roll_imu,20,2.0,434304,3.6908789289331967,1.9057821189075193,3.7445627859317203,0.028467429294468438,384,0.017673179683012158,0.04058192419260474,0,True,6,0.1428540319975582,,,,id
damped_persistence,roll_imu,30,3.0,434304,4.130714997043229,2.123193301072893,5.267438807686876,0.3850334911587021,384,0.37800318569406965,0.39252626247411637,0,True,6,0.1428540319975582,,,,id
damped_persistence,roll_imu,50,5.0,434304,3.9260347348153,2.009112190304466,7.087624231053461,0.6931635801576748,384,0.6902567560011331,0.6961950106288209,0,True,6,0.1428540319975582,,,,id
damped_persistence,roll_imu,100,10.0,434304,3.4226959597647184,1.7892164138302618,3.793831212709033,0.1860820360230725,384,0.15017654523763202,0.21953815850670833,0,True,6,0.1428540319975582,,,,id
damped_persistence,roll_imu,150,15.0,434304,4.1081091592237176,2.0855984391143205,5.252023789483733,0.38817026376203934,384,0.36675162098644143,0.40849679491813484,0,True,6,0.1428540319975582,,,,id
damped_persistence,pitch_imu,10,1.0,434304,0.9895663732315568,0.6266774184778451,0.8967465758949417,-0.2177283131155845,384,-0.25506495332899476,-0.18212593770875207,0,True,6,0.1428540319975582,,,,id
damped_persistence,pitch_imu,20,2.0,434304,1.3108895217890646,0.827440963240877,1.639889871399927,0.3609971176520783,384,0.3409160695983519,0.3798911893659503,0,True,6,0.1428540319975582,,,,id
damped_persistence,pitch_imu,30,3.0,434304,1.354980921947959,0.8518503764969027,2.122484405245588,0.5924533338385269,384,0.580963222913875,0.6037785406111958,0,True,6,0.1428540319975582,,,,id
damped_persistence,pitch_imu,50,5.0,434304,1.2510580183922115,0.7841472601429377,2.234427726290816,0.6865110205393268,384,0.6808298271650326,0.6914244009728946,0,True,6,0.1428540319975582,,,,id
damped_persistence,pitch_imu,100,10.0,434304,1.241943921577788,0.7814032132487201,1.5593436358220714,0.36566261389137344,384,0.33540535225908313,0.3971029317101532,0,True,6,0.1428540319975582,,,,id
damped_persistence,pitch_imu,150,15.0,434304,1.2594021755600162,0.7925796041757787,1.7853551102885246,0.5024008195230169,384,0.48301622001534433,0.5199761318144709,0,True,6,0.1428540319975582,,,,id
damped_persistence,heave_imu,10,1.0,434304,0.5265274145676905,0.34111605275976414,0.4360860094370759,-0.4577990712204407,384,-0.4966640873889587,-0.4173436410370819,0,True,6,0.1428540319975582,,,,id
damped_persistence,heave_imu,20,2.0,434304,0.7545268918290101,0.48648476030631543,0.8272378841486192,0.16806649441649835,384,0.1455508676113311,0.19170033878544918,0,True,6,0.1428540319975582,,,,id
damped_persistence,heave_imu,30,3.0,434304,0.8267081906877837,0.529336222286215,1.1355767624159623,0.47000534814618644,384,0.45555281517415536,0.48465560913085287,0,True,6,0.1428540319975582,,,,id
damped_persistence,heave_imu,50,5.0,434304,0.7912681317827772,0.5012270455248521,1.419148162303668,0.6891206526313339,384,0.6832133383058224,0.6951732935056485,0,True,6,0.1428540319975582,,,,id
damped_persistence,heave_imu,100,10.0,434304,0.719443400192093,0.4650524613868403,0.8123875004006482,0.21572783655632632,384,0.14904318576776335,0.2709996732013218,0,True,6,0.1428540319975582,,,,id
damped_persistence,heave_imu,150,15.0,434304,0.7763683218264221,0.49208457355103213,1.0935546656669395,0.4959720532027939,384,0.4678903169780498,0.5226744061484451,0,True,6,0.1428540319975582,,,,id
damped_persistence,roll_rate_imu,10,1.0,434304,1.349664893300868,0.7298088550765018,1.0678999900390298,-0.5973156174461425,384,-0.6203601278436375,-0.5723656027556485,0,True,6,0.1428540319975582,,,,id
damped_persistence,roll_rate_imu,20,2.0,434304,1.9829817044211429,1.0656335363885399,2.0486112451264518,0.06304591286223604,384,0.049605089403479206,0.07743290770082954,0,True,6,0.1428540319975582,,,,id
damped_persistence,roll_rate_imu,30,3.0,434304,2.202439029945818,1.1763740166410468,2.8661560416217173,0.409516009178142,384,0.4015583040346577,0.4179332965969771,0,True,6,0.1428540319975582,,,,id
damped_persistence,roll_rate_imu,50,5.0,434304,2.077428191189704,1.1039305710458516,3.7984644418446996,0.7008865713053345,384,0.6983947783953015,0.7033376890737731,0,True,6,0.1428540319975582,,,,id
damped_persistence,roll_rate_imu,100,10.0,434304,1.8530031326452374,1.0058029262421933,1.958924104837112,0.10521831432606288,384,0.0654622739414828,0.142733895290259,0,True,6,0.1428540319975582,,,,id
damped_persistence,roll_rate_imu,150,15.0,434304,2.177182958243326,1.1455711633204624,2.8982735890952527,0.43569864391756297,384,0.41612222391739623,0.45430741101610345,0,True,6,0.1428540319975582,,,,id
damped_persistence,pitch_rate_imu,10,1.0,434304,0.7863604807679253,0.49727549243710933,0.7534204829087303,-0.08935269722053563,384,-0.11789488978243143,-0.061894555536838196,0,True,6,0.1428540319975582,,,,id
damped_persistence,pitch_rate_imu,20,2.0,434304,0.9874307065905544,0.6251235533341334,1.3417844978848232,0.45843858153230055,384,0.44470398307483966,0.4709193426675782,0,True,6,0.1428540319975582,,,,id
damped_persistence,pitch_rate_imu,30,3.0,434304,0.9884812444001682,0.6263883005785688,1.664371083650498,0.6472747556649657,384,0.6406514983166638,0.6535806911165142,0,True,6,0.1428540319975582,,,,id
damped_persistence,pitch_rate_imu,50,5.0,434304,0.9102200314713037,0.5770144289814743,1.5495762479562236,0.654962041036625,384,0.6448958825156816,0.6633679141587702,0,True,6,0.1428540319975582,,,,id
damped_persistence,pitch_rate_imu,100,10.0,434304,0.934910070252659,0.5894724607559669,1.2735265809317058,0.46108081094974573,384,0.4393042082571206,0.48275053699955167,0,True,6,0.1428540319975582,,,,id
damped_persistence,pitch_rate_imu,150,15.0,434304,0.9291325934741046,0.5894603732101055,1.3083418485724552,0.49567218135199353,384,0.48281014479482076,0.5089064777354483,0,True,6,0.1428540319975582,,,,id
damped_persistence,heave_rate_imu,10,1.0,434304,0.33151364521524573,0.22230908345653522,0.2838667559561788,-0.3638724234260591,384,-0.3981536957204752,-0.3265376000985016,0,True,6,0.1428540319975582,,,,id
damped_persistence,heave_rate_imu,20,2.0,434304,0.46009691458754115,0.30756921852056357,0.5325577215099725,0.2536109317062686,384,0.2346715291465402,0.2738371941010555,0,True,6,0.1428540319975582,,,,id
damped_persistence,heave_rate_imu,30,3.0,434304,0.49191178511387057,0.327267419247358,0.7178513821406037,0.5304245611841343,384,0.5190037640660542,0.5420739271267335,0,True,6,0.1428540319975582,,,,id
damped_persistence,heave_rate_imu,50,5.0,434304,0.4612389442063996,0.30513028160893735,0.8471498442942375,0.7035636426251282,384,0.699749871157991,0.707250158355632,0,True,6,0.1428540319975582,,,,id
damped_persistence,heave_rate_imu,100,10.0,434304,0.4398084578426706,0.2936452894085249,0.47470625601314864,0.14162463824707938,384,0.08740101624353024,0.1942425300663682,0,True,6,0.1428540319975582,,,,id
damped_persistence,heave_rate_imu,150,15.0,434304,0.45859362305256096,0.3031567634694199,0.6780395407647745,0.5425475260543444,384,0.5232997005003441,0.5599121090976136,0,True,6,0.1428540319975582,,,,id
ar10,roll_imu,10,1.0,434304,0.05896571996926128,0.0463071220280415,1.9448708998621889,0.9990807838314295,384,0.9988895601823777,0.999201981326904,0,True,54900,0.01318715000525117,,,,id
ar10,roll_imu,20,2.0,434304,0.20597479141944464,0.15770105632698111,3.7445627859317203,0.9969742996904691,384,0.9963693741036486,0.9973582143136459,0,True,54900,0.01318715000525117,,,,id
ar10,roll_imu,30,3.0,434304,0.45438452798655177,0.3424858517750849,5.267438807686876,0.9925587127103911,384,0.9911619656042313,0.993504380376674,0,True,54900,0.01318715000525117,,,,id
ar10,roll_imu,50,5.0,434304,0.8757353356988342,0.623560494745262,7.087624231053461,0.9847333278593013,384,0.9820147509194869,0.9866424755609082,0,True,54900,0.01318715000525117,,,,id
ar10,roll_imu,100,10.0,434304,1.3682069758674424,0.9547825616029701,3.793831212709033,0.8699388498472016,384,0.852485830297547,0.8826973742118442,0,True,54900,0.01318715000525117,,,,id
ar10,roll_imu,150,15.0,434304,1.9599264148563817,1.3102893682233367,5.252023789483733,0.8607400730290563,384,0.8479303473466434,0.8716718088378946,0,True,54900,0.01318715000525117,,,,id
ar10,pitch_imu,10,1.0,434304,0.07451685581111919,0.0581559050859275,0.8967465758949417,0.9930949060872526,384,0.9924841898816983,0.993577755850555,0,True,54900,0.01318715000525117,,,,id
ar10,pitch_imu,20,2.0,434304,0.2618906719337064,0.19782286574229704,1.639889871399927,0.9744958594629951,384,0.9726848034866478,0.9760199189090413,0,True,54900,0.01318715000525117,,,,id
ar10,pitch_imu,30,3.0,434304,0.4876013379982131,0.35717294518644527,2.122484405245588,0.9472234786363708,384,0.9431997388881898,0.9505145562153287,0,True,54900,0.01318715000525117,,,,id
ar10,pitch_imu,50,5.0,434304,0.6704185628681453,0.45845800442849494,2.234427726290816,0.9099757653233738,384,0.900054494218669,0.9182573854076607,0,True,54900,0.01318715000525117,,,,id
ar10,pitch_imu,100,10.0,434304,1.1114646412877223,0.7393372670264041,1.5593436358220714,0.4919486168022347,384,0.4797003284378617,0.5042380746598997,0,True,54900,0.01318715000525117,,,,id
ar10,pitch_imu,150,15.0,434304,1.2332539919764811,0.7973239186643016,1.7853551102885246,0.5228490005044484,384,0.5016830706101321,0.5409073119225191,0,True,54900,0.01318715000525117,,,,id
ar10,heave_imu,10,1.0,434304,0.0031736755946708073,0.0022962289081308487,0.4360860094370759,0.9999470360024596,384,0.9999426887795237,0.9999506679099883,0,True,54900,0.01318715000525117,,,,id
ar10,heave_imu,20,2.0,434304,0.02181758383603264,0.015947596275793865,0.8272378841486192,0.9993044113665155,384,0.9992375449901719,0.999359401057713,0,True,54900,0.01318715000525117,,,,id
ar10,heave_imu,30,3.0,434304,0.07124846401764819,0.051910926301392143,1.1355767624159623,0.9960634296354197,384,0.9956731891270939,0.9963877136593033,0,True,54900,0.01318715000525117,,,,id
ar10,heave_imu,50,5.0,434304,0.23476028288299738,0.16744460706059203,1.419148162303668,0.97263510601288,384,0.9701502137857573,0.974806004866158,0,True,54900,0.01318715000525117,,,,id
ar10,heave_imu,100,10.0,434304,0.49847895174044515,0.34153597738569497,0.8123875004006482,0.623498089166563,384,0.5881761828511666,0.6518509653459204,0,True,54900,0.01318715000525117,,,,id
ar10,heave_imu,150,15.0,434304,0.6528225956656857,0.44384767363988015,1.0935546656669395,0.643623252295848,384,0.6205762316602214,0.6660558077663594,0,True,54900,0.01318715000525117,,,,id
ar10,roll_rate_imu,10,1.0,434304,0.09759560283043138,0.07545893639058043,1.0678999900390298,0.9916478297760148,384,0.9901125309761586,0.9926527816690245,0,True,54900,0.01318715000525117,,,,id
ar10,roll_rate_imu,20,2.0,434304,0.21772940713857233,0.16501700128415384,2.0486112451264518,0.9887042499078548,384,0.986771644160786,0.9900217487600249,0,True,54900,0.01318715000525117,,,,id
ar10,roll_rate_imu,30,3.0,434304,0.29384073255317655,0.21629441749063552,2.8661560416217173,0.9894894768223533,384,0.9877364759700065,0.9906913467592288,0,True,54900,0.01318715000525117,,,,id
ar10,roll_rate_imu,50,5.0,434304,0.32930917836503615,0.23706414164017073,3.7984644418446996,0.9924839174698848,384,0.991386665064429,0.9933019369845071,0,True,54900,0.01318715000525117,,,,id
ar10,roll_rate_imu,100,10.0,434304,0.7408129364551496,0.5121075079754828,1.958924104837112,0.8569848998465074,384,0.8386360975579674,0.8708269157274962,0,True,54900,0.01318715000525117,,,,id
ar10,roll_rate_imu,150,15.0,434304,1.0732355665870106,0.7167605200754197,2.8982735890952527,0.8628766689972848,384,0.8496614668835649,0.8736562825766911,0,True,54900,0.01318715000525117,,,,id
ar10,pitch_rate_imu,10,1.0,434304,0.1316733126292684,0.10033368544065752,0.7534204829087303,0.9694563680872165,384,0.9670835722638872,0.9714239251445055,0,True,54900,0.01318715000525117,,,,id
ar10,pitch_rate_imu,20,2.0,434304,0.2577268845108977,0.1867319904971487,1.3417844978848232,0.9631061559426272,384,0.9602733494509353,0.9655986746622738,0,True,54900,0.01318715000525117,,,,id
ar10,pitch_rate_imu,30,3.0,434304,0.3033219324258702,0.2103073668827672,1.664371083650498,0.9667870612496791,384,0.9638218208529248,0.9694060392756847,0,True,54900,0.01318715000525117,,,,id
ar10,pitch_rate_imu,50,5.0,434304,0.5966873525937949,0.4085163542341398,1.5495762479562236,0.8517250577603704,384,0.8402448465360411,0.8619123713003315,0,True,54900,0.01318715000525117,,,,id
ar10,pitch_rate_imu,100,10.0,434304,0.8679468493841864,0.5709321656880177,1.2735265809317058,0.5355165608258357,384,0.5176815302619566,0.552825891497464,0,True,54900,0.01318715000525117,,,,id
ar10,pitch_rate_imu,150,15.0,434304,0.9192087003696553,0.5864413860567483,1.3083418485724552,0.506387911736954,384,0.4928379477504858,0.5189735464218981,0,True,54900,0.01318715000525117,,,,id
ar10,heave_rate_imu,10,1.0,434304,0.00833481130158663,0.006039156110322857,0.2838667559561788,0.9991378904131526,384,0.9990563200089028,0.9992084030284246,0,True,54900,0.01318715000525117,,,,id
ar10,heave_rate_imu,20,2.0,434304,0.038067288387681995,0.027729428382533186,0.5325577215099725,0.9948905928347703,384,0.9944456889828799,0.9952851158323388,0,True,54900,0.01318715000525117,,,,id
ar10,heave_rate_imu,30,3.0,434304,0.08862350337731037,0.06380314235310011,0.7178513821406037,0.9847584636399909,384,0.9834552290273801,0.9859016318382107,0,True,54900,0.01318715000525117,,,,id
ar10,heave_rate_imu,50,5.0,434304,0.16491678104143814,0.11543361516902777,0.8471498442942375,0.9621026163750477,384,0.9591316721851556,0.9648384888437724,0,True,54900,0.01318715000525117,,,,id
ar10,heave_rate_imu,100,10.0,434304,0.3225313306568148,0.22153993340653627,0.47470625601314864,0.5383701257706468,384,0.5212749202832881,0.5560573698256779,0,True,54900,0.01318715000525117,,,,id
ar10,heave_rate_imu,150,15.0,434304,0.4209023336951373,0.2861292773785749,0.6780395407647745,0.6146524294513449,384,0.5929045473933576,0.6349373298793077,0,True,54900,0.01318715000525117,,,,id
ar20,roll_imu,10,1.0,434304,0.04496843690626278,0.03566937771944924,1.9448708998621889,0.9994653937555553,384,0.9993496941105262,0.9995382776295592,0,True,108900,0.04626502899918705,,,,id
ar20,roll_imu,20,2.0,434304,0.15046989823320123,0.1159634833873305,3.7445627859317203,0.998385280757743,384,0.9980813444149643,0.9985913476933973,0,True,108900,0.04626502899918705,,,,id
ar20,roll_imu,30,3.0,434304,0.3431474544173731,0.25887117434277357,5.267438807686876,0.9957561251833588,384,0.9950156207913188,0.9962761000320673,0,True,108900,0.04626502899918705,,,,id
ar20,roll_imu,50,5.0,434304,0.7374401381393859,0.5286000851368423,7.087624231053461,0.9891743950221574,384,0.9874043626386273,0.9903681002048776,0,True,108900,0.04626502899918705,,,,id
ar20,roll_imu,100,10.0,434304,1.2314930835769122,0.8503751209328249,3.793831212709033,0.8946321924280594,384,0.8812546930043259,0.9046763312738224,0,True,108900,0.04626502899918705,,,,id
ar20,roll_imu,150,15.0,434304,1.87087698494121,1.2288206568203335,5.252023789483733,0.8731071663655016,384,0.8614279474018829,0.8831167716278783,0,True,108900,0.04626502899918705,,,,id
