control,regime,subject_model,null_model,dof,horizon_samples,horizon_s,skill_subject,skill_null,excess,tol,asserted,passed
shuffle,unseen_vessel,shuffled,window_mean,roll,10,1.0,-6.981596410429806,-6.981767271592999,2.1406432608062076e-05,0.02,True,True
shuffle,unseen_vessel,shuffled,window_mean,roll,20,2.0,-1.2121163426821653,-1.2131900590359566,0.0004851442149794716,0.02,True,True
shuffle,unseen_vessel,shuffled,window_mean,roll,30,3.0,-0.05370090145444806,-0.05550514161330722,0.0017093617906033254,0.02,True,True
shuffle,unseen_vessel,shuffled,window_mean,roll,50,5.0,0.6009612066224175,0.5999745754867936,0.0024664210701721423,0.02,True,True
shuffle,unseen_vessel,shuffled,window_mean,roll,100,10.0,0.7510275420515373,0.7499500818146493,0.004308980561590792,0.02,True,True
shuffle,unseen_vessel,shuffled,window_mean,roll,150,15.0,-1.5757859094688018,-1.578562814703754,0.00107691975511226,0.02,True,True
shuffle,unseen_vessel,shuffled,window_mean,pitch,10,1.0,-1.7874796780475157,-1.7902383782771993,0.000988696969821956,0.02,True,True
shuffle,unseen_vessel,shuffled,window_mean,pitch,20,2.0,0.15683521727568328,0.1539985408938821,0.00335303958553268,0.02,True,True
shuffle,unseen_vessel,shuffled,window_mean,pitch,30,3.0,0.5346172410663266,0.533465921588107,0.002467814317313577,0.02,True,True
shuffle,unseen_vessel,shuffled,window_mean,pitch,50,5.0,0.7123270037327664,0.7126877083740837,-0.001255444517448412,0.02,True,True
shuffle,unseen_vessel,shuffled,window_mean,pitch,100,10.0,0.1580543054530955,0.1595828467151048,-0.0018187887479863551,0.02,True,True
shuffle,unseen_vessel,shuffled,window_mean,pitch,150,15.0,0.5264424512621917,0.5264591127064739,-3.518480606290453e-05,0.02,True,True
shuffle,unseen_vessel,shuffled,window_mean,heave,10,1.0,-3.401735236289718,-3.4152643888050127,0.0030641772097721454,0.02,True,True
shuffle,unseen_vessel,shuffled,window_mean,heave,20,2.0,-0.2338688628905763,-0.23803980627324783,0.00336898972192734,0.02,True,True
shuffle,unseen_vessel,shuffled,window_mean,heave,30,3.0,0.38011323707547806,0.37878758713535154,0.0021339720724726785,0.02,True,True
shuffle,unseen_vessel,shuffled,window_mean,heave,50,5.0,0.700464214059574,0.7006558132350074,-0.000640063124338397,0.02,True,True
shuffle,unseen_vessel,shuffled,window_mean,heave,100,10.0,0.2533170222456429,0.2543482703677197,-0.0013830157982539504,0.02,True,True
shuffle,unseen_vessel,shuffled,window_mean,heave,150,15.0,0.43200365904794935,0.43167614555231515,0.000576279691712922,0.02,True,True
shuffle,unseen_vessel,shuffled,window_mean,roll_rate,10,1.0,-6.159948583553884,-6.194864931156116,0.0048529538686726825,0.02,True,True
shuffle,unseen_vessel,shuffled,window_mean,roll_rate,20,2.0,-0.9897007442116048,-0.9969341358271637,0.0036222484686820877,0.02,True,True
shuffle,unseen_vessel,shuffled,window_mean,roll_rate,30,3.0,0.04255828438587139,0.04111765469199913,0.001502405066608592,0.02,True,True
shuffle,unseen_vessel,shuffled,window_mean,roll_rate,50,5.0,0.6252384057805458,0.6253126741950104,-0.00019821437596001523,0.02,True,True
shuffle,unseen_vessel,shuffled,window_mean,roll_rate,100,10.0,0.7032396798366916,0.7037753747854932,-0.0018084078878106702,0.02,True,True
shuffle,unseen_vessel,shuffled,window_mean,roll_rate,150,15.0,-0.8928307283293417,-0.8974556038449457,0.0024374090788908953,0.02,True,True
shuffle,unseen_vessel,shuffled,window_mean,pitch_rate,10,1.0,-1.2158109114937647,-1.2264817281526854,0.004792680992614429,0.02,True,True
shuffle,unseen_vessel,shuffled,window_mean,pitch_rate,20,2.0,0.29207455320316356,0.2920393312288171,4.975131515083664e-05,0.02,True,True
shuffle,unseen_vessel,shuffled,window_mean,pitch_rate,30,3.0,0.589802022034467,0.5898113878278075,-2.2832894582158758e-05,0.02,True,True
shuffle,unseen_vessel,shuffled,window_mean,pitch_rate,50,5.0,0.7081627004985237,0.7081195577083311,0.00014780980134820876,0.02,True,True
shuffle,unseen_vessel,shuffled,window_mean,pitch_rate,100,10.0,0.2425621171488127,0.2426780117430537,-0.00015303212641137875,0.02,True,True
shuffle,unseen_vessel,shuffled,window_mean,pitch_rate,150,15.0,0.5375610101581552,0.5375899644897075,-6.261614006808358e-05,0.02,True,True
shuffle,unseen_vessel,shuffled,window_mean,heave_rate,10,1.0,-2.5789596713605847,-2.5868281782259865,0.002193722830986955,0.02,True,True
shuffle,unseen_vessel,shuffled,window_mean,heave_rate,20,2.0,-0.02268266609675651,-0.023729789293947645,0.0010228511548084906,0.02,True,True
shuffle,unseen_vessel,shuffled,window_mean,heave_rate,30,3.0,0.47206228628034475,0.4712725902705557,0.0014935787236625142,0.02,True,True
shuffle,unseen_vessel,shuffled,window_mean,heave_rate,50,5.0,0.720922036890638,0.7202431606861159,0.00242666526468871,0.02,True,True
shuffle,unseen_vessel,shuffled,window_mean,heave_rate,100,10.0,0.0402486876105308,0.039490910498661824,0.0007889327859066375,0.02,True,True
shuffle,unseen_vessel,shuffled,window_mean,heave_rate,150,15.0,0.5239158019591411,0.523942508636121,-5.609968851327807e-05,0.02,True,True
